,,
1.781,1.0599,-9.3678
3.4694,1.7343,-15.903
-13.998,0.85766,36.609
-3.8533,1.3132,-24.589
34.658,6.8283,6.4853
-31.759,-3.6414,31.55
14.771,2.1456,-26.48
-14.846,-1.4748,6.7313
16.555,2.2516,-29.065
-4.9551,1.3289,31.753
1.7943,-1.4326,-7.8148
-1.1313,2.4774,-0.971
-9.5732,3.6034,27.817
27.729,2.8878,-64.682
-24.875,-6.1751,85.5
1.2668,5.6944,-38.778
11.734,1.3632,-14.789
-12.622,-3.7474,47.529
13.854,7.5312,-54.13
3.114,-0.48333,14.207
7.1384,0.73691,13.262
-21.558,-3.4696,37.304
5.9459,3.146,-18.121
7.7962,3.5553,-34.896
0.045832,-0.12894,22.845
18.557,1.2523,-8.6781
-37.68,2.1427,-14.041
29.629,4.2101,18.2
-3.1578,-1.5995,18.412
-12.359,1.0844,-26.991
14.898,3.6672,-14.63
-19.928,-10.397,164.01
17.378,9.6693,-101.38
-11.832,6.7792,-158.95
23.78,-1.785,130.91
-0.29938,-7.2678,33.224
-29.667,2.5982,-43.244
-10.734,-0.17213,9.162
63.651,9.4621,-75.519
-19.659,-2.754,129.39
-12.774,-2.4673,57.816
5.1955,5.3165,-158.42
-10.635,3.1273,-76.72
25.925,-9.5335,229.31
-8.508,22.562,-77.569
-39.693,18.922,-98.313
62.498,-37.305,94.798
20.281,-17.802,46.381
-51.068,16.046,-31.534
29.196,-4.9343,6.7071
-14.335,13.422,-68.439
-18.871,26.205,-41.817
-30.412,22.93,13.527
22.036,-35.982,65.407
33.347,-21.685,43.352
36.059,-14.479,54.363
0.69552,-14.656,39.609
-20.412,22.872,-76.426
-3.4327,26.052,-70.668
-24.739,11.969,-16.679
-27.001,22.817,-10.318
21.693,0.33344,10.816
19.05,-31.087,59.875
8.9805,-13.874,22.883
6.838,2.9153,13.845
12.528,-13.077,37.058
-16.833,20.054,-70.233
-14.904,17.196,-45.598
-13.072,8.8682,-20.345
-40.54,56.184,-37.293
43.277,-41.216,73.606
29.058,-49.459,79.746
9.9062,-3.0946,2.9838
12.723,-8.2337,14.438
2.001,-4.3551,12.514
-23.183,34.944,-61.113
-29.393,24.046,-47.951
-12.76,17.215,-19.443
22.11,-11.24,19.001
14.508,-19.552,36.257
-10.961,8.8044,-5.085
25.65,-12.422,82.08
25.552,-37.289,3.1382
-17.38,33.798,-63.259
-29.568,21.466,-8.109
8.3492,5.875,-29.383
-41.692,34.618,-32.759
29.452,-37.835,58.105
32.899,-35.68,68.586
16.171,-5.1601,5.5882
-25.926,38.335,-95.424
-19.731,21.741,-37.939
-9.0467,-23.618,157.37
37.776,10.426,-149.61
-32.46,14.872,84.091
28.761,-36.422,26.708
8.1608,3.9794,-31.071
-34.149,14.947,63.309
1.4043,8.2527,-41.272
65.61,-36.216,12.683
-44.443,18.192,-13.327
-14.613,49.437,-50.117
-3.0702,-29.338,38.597
3.7097,-12.816,-7.5833
19.178,-1.9117,6.3213
-21.851,26.06,-43.514
7.4867,-20.537,95.927
33.466,4.7991,-107.86
-36.423,6.573,96.043
5.392,4.2494,-25.853
0.19756,0.50032,58.824
2.4613,3.3295,-158.04
-5.5539,-0.31153,157.15
14.911,-0.26245,-57.781
1.4073,-0.14759,6.5142
-19.473,-5.3289,41.746
46.333,12.653,10.604
-37.832,-5.0325,-84.611
18.41,5.0102,12.967
-16.462,-6.1486,51.286
8.6669,4.322,2.1398
4.781,0.14299,-41.45
8.4225,4.6705,0.29261
-30.123,-3.0475,65.885
47.63,8.8113,-110.53
-38.381,-2.696,57.888
-8.1974,-0.44111,50.037
23.831,0.79875,-31.505
2.8279,-0.55597,-85.73
2.0091,5.5678,23.915
-3.4745,-5.1974,189.26
-2.9276,4.8021,-204.71
2.502,3.2981,110.59
2.8849,-4.307,-18.16
-9.1363,3.4738,-29.653
9.8054,-0.84949,14.197
-4.6343,-0.23692,-3.9805
14.865,4.8512,-56.932
-23.316,0.043839,76.712
3.5254,-0.013099,28.594
22.813,8.557,-117.85
-3.28,1.8207,23.665
-13.581,-7.6663,114.46
9.8868,-0.46467,14.733
-4.5417,1.9414,-38.74
6.5702,11.164,-75.519
-1.1395,6.9991,127.5
-13.29,-3.1044,-41.691
16.337,-9.7838,-62.391
-4.2586,-2.9385,42.821
18.033,2.0151,-17.731
-17.911,10.056,-3.286
13.103,7.1012,-35.18
-17.861,0.32558,-9.7922
-20.074,-12.216,124.36
62.147,7.8119,-55.118
-38.235,2.0916,-8.5913
16.035,3.2687,-87.331
-8.9764,-2.6185,152.1
-3.7708,-8.111,3.7266
9.4917,4.6548,-63.602
-6.6414,9.203,-3.0786
0.041758,7.1238,6.1814
4.0906,-4.8106,-50.551
4.3411,-5.6342,44.91
-9.3817,0.58966,66.902
2.7372,7.271,-91.271
11.602,1.3632,80.402
0.16599,0.45909,-83.989
-7.3879,-1.6152,42.257
-2.9338,-4.9794,6.8181
14.814,6.4169,-22.862
-21.237,8.9104,17.332
3.7678,-4.3639,40.313
10.948,-2.6862,-86.386
9.9316,4.0697,77.055
-4.9541,0.34423,-16.737
-0.28512,4.9375,-44.773
-28.898,-2.6381,83.773
69.05,4.8718,-62.03
-31.28,2.4254,-4.0818
-18.05,-2.8394,18.596
-4.0926,-0.3184,31.299
39.335,1.9022,-96.871
-23.374,1.6538,97.311
-6.34,-0.11618,-51.858
21.238,2.9359,-30.063
-2.1273,2.6276,-5.9965
-29.323,-2.8894,161.42
23.065,1.1865,-42.265
16.218,5.0495,-151.68
-22.371,-5.1061,105
18.135,0.042857,-41.614
-8.8593,2.8789,-4.4725
3.892,0.14201,57.507
2.8961,1.6833,8.6267
5.0335,6.6467,-6.609
-20.508,-3.0612,62.181
18.353,4.0609,-68.589
3.5081,0.041875,-19.51
-9.3318,-3.3351,16.975
9.8471,3.0115,-4.6509
-13.648,0.82821,-20.2
1.9307,-1.0301,13.03
9.3634,2.9388,10.411
2.4216,1.4329,-11.519
-11.843,2.8986,-27.01
10.498,-1.1401,31.68
11.702,3.4022,10.43
-19.153,1.002,14.602
-16.77,-0.68948,-13.819
48.005,3.4866,17.945
-35.053,-1.0606,30.518
23.016,4.7726,-78.283
-30.854,-2.8718,82.91
28.201,6.198,-73.465
-2.115,-0.74838,18.326
-36.004,-6.4981,32.775
64.47,15.664,34.733
-30.128,-18.621,-69.524
-4.8187,12.706,69.951
2.7281,1.8079,-41.006
3.4063,-1.786,-10.299
-1.0499,1.9169,3.8278
14.446,-3.5099,-13.342
-42.3,14.827,24.065
48.504,-8.2141,34.921
8.7769,-1.4091,-62.333
-45.838,9.416,51.117
14.985,0.19404,-8.9916
1.1263,-6.3538,-15.088
7.5223,0.31871,-10.945
0.031575,5.6051,26.105
-7.4042,2.5138,21.041
1.6028,2.4107,-61.176
21.209,-2.6548,32.727
-10.567,-0.29092,54.671
-12.87,1.7765,-27.502
29.701,5.7082,-53.966
-19.763,-2.8178,85.837
12.313,-1.0007,-20.919
-9.4123,5.3813,-132.06
4.3879,1.909,167.17
20.271,1.5733,-80.338
-26.117,-2.7932,55.877
4.6598,0.84195,11.178
17.705,0.069363,-41.715
-15.165,3.5573,47.804
1.1975,5.2615,-38.817
-1.7016,0.39234,37.087
13.765,-4.9628,82.013
1.4267,-2.8718,-74.256
-10.351,9.4935,-80.347
-2.8879,8.6689,35.09
-11.137,-9.0358,-7.4579
16.19,-5.1375,-26.894
-0.70874,2.7297,30.557
22.359,1.8462,106.13
-23.005,6.1764,-154.44
-10.474,6.4385,64.674
29.473,-3.4166,12.037
-28.258,2.9005,-10.332
5.7229,1.0452,-2.9195
3.1843,-4.9804,75.936
19.506,2.0602,-54.945
-29.954,-2.754,20.66
34.554,5.6394,-76.807
-22.162,1.9994,-57.978
18.552,4.7324,205.15
-11.455,2.877,-6.1364
-14.942,-2.4811,-41.093
19.283,-1.7399,36.547
1.9664,0.56413,-111.89
-15.07,4.3898,21.731
23.295,-1.6211,73.968
-6.7484,-1.0448,-28.163
-3.9032,3.3119,-46.003
-11.289,-0.15348,55.515
17.729,0.046784,-1.2748
-6.0722,-0.15839,-14.905
-0.47249,3.1911,5.0577
8.2494,0.59947,4.8358
1.9195,3.6771,-7.646
-1.2983,2.9987,17.781
-6.5498,-0.68948,-51.607
9.0762,0.20582,88.77
3.8625,5.3921,-11.36
-12.062,-4.0871,-17.427
16.22,1.5615,-21.088
-2.3034,1.7588,-14.625
2.3482,-0.27325,64.11
-12.894,-2.0472,-39.367
1.8024,2.9918,20.67
22.072,1.6381,-11.697
-17.218,1.592,-51.313
19.3,8.6179,64.737
-22.624,-6.2684,-19.062
15.306,2.8092,35.616
-0.60284,-1.1253,-27.565
-6.4968,4.2621,-28.303
-1.8187,-3.9703,116.7
10.722,2.9457,-62.917
-3.8278,5.4706,-63.645
-1.7932,-0.83477,67.264
-6.8431,-3.8849,-25.496
11.495,3.1931,15.408
-3.1629,-0.8544,12.268
4.8818,4.8649,-58.74
7.8787,3.3433,113.02
-15.766,0.084088,-129.5
0.95926,0.60733,46.68
18.128,-5.3319,134.15
3.6945,3.4071,-129.03
-46.886,5.29,22.073
33.472,2.9162,5.4918
-3.7891,1.8069,34.251
-2.0641,-5.1591,-63.158
14.915,6.2098,25.184
-19.326,-5.5449,-22.79
1.2576,6.9205,30.455
-1.0478,-3.7347,-4.7329
12.974,0.99313,28.531
4.225,4.8767,-12.305
-0.044799,6.7576,-74.917
-12.907,-1.7222,63.165
7.5192,-2.9169,16.281
-5.0254,-0.74151,-16.93
5.4103,4.6057,23.674
16.464,3.7674,-8.5479
-31.388,2.6865,12.181
36.861,1.8364,-2.9581
-18.686,-7.2393,-3.2185
-15.757,-1.7212,50.717
28.961,11.165,-98.356
2.3513,5.7239,13.884
-30.484,-7.6084,69.594
20.41,-3.1005,13.821
5.835,5.93,-66.226
4.558,-4.4434,29.279
-13.513,8.2939,5.5207
9.0111,-2.0275,-13.877
-8.4866,-0.36258,5.5111
-4.1333,5.7455,-14.933
2.9307,-0.7582,7.9177
13.027,-1.4738,18.755
-6.7718,3.146,-1.0482
0.62729,-1.2147,-1.3954
-0.22504,0.64856,0.10934
-4.4887,0.48167,-3.1172
4.8757,6.1617,-16.583
8.1985,0.90183,27.509
-4.3126,-1.7576,0.86654
-1.0295,3.1695,1.8263
-9.3441,-0.43424,-4.048
23.284,3.6172,7.9081
-4.9663,-0.039604,-3.2812
-8.2158,2.0445,12.109
3.7158,0.19993,-8.736
1.9979,1.5939,-18.03
-3.9561,2.1702,45.831
7.9877,1.2651,-26.335
-0.37779,-0.46958,24.914
4.1507,1.0952,-35.335
-0.28105,-0.36552,-0.2572
2.4888,3.7507,33.421
-11.814,-0.45191,12.5
8.8166,0.066418,-28.018
10.795,2.2114,-15.806
-6.619,3.0507,27.316
-4.9368,1.5576,-15.107
8.4398,-2.6224,21.224
-9.398,3.2245,48.416
11.559,0.29417,-120.68
-0.4786,3.5543,98.507
0.11304,-2.6234,-8.0559
-4.2963,1.4476,-36.396
-2.8055,0.46204,-9.1748
8.6587,0.10863,53.745
10.3,0.28337,5.5593
-12.72,3.9519,-71.155
3.6619,4.7157,30.561
-6.5335,-6.5011,9.6009
14.102,6.0115,4.3439
-21.928,-2.8384,59.273
48.532,8.3479,-103.83
-34.555,-0.84851,80.937
17.25,-0.25656,-23.374
-27.351,0.40804,35.013
11.603,-3.1339,-18.261
14.936,7.0688,-4.8438
-8.3298,-0.41166,-31.925
3.278,0.37368,61.785
1.4664,-3.3469,-61.813
4.392,5.1093,14.303
-15.499,2.9997,14.371
24.511,3.6505,-5.5866
-16.353,-1.3953,-10.549
17.551,1.0972,-9.5703
-1.9328,0.54155,30.576
-3.7291,-0.31742,27.716
-8.6618,0.47676,-30.753
37.939,3.6476,34.362
-42.192,-1.0026,-50.667
17.495,6.7105,17.689
-18.236,-1.9617,59.861
28.45,2.9761,-50.088
-2.7678,-2.4379,-30.217
-18.467,0.88023,44.157
10.299,0.84784,17.646
-13.043,2.8318,-22.544
16.447,0.6947,19.758
4.0875,-0.12305,-42.395
-7.173,-2.482,36.638
5.4653,0.6947,-8.0125
0.29226,9.309,9.625
-0.79733,2.8868,-46.08
6.6934,-3.9487,50.152
-17.245,-2.4477,14.776
18.974,2.8976,-33.565
-2.0682,3.0144,15.967
-3.4531,1.3878,-4.0625
2.0397,0.051692,4.6622
-0.38899,0.56904,5.1156
-1.0326,3.5691,-15.7
2.9888,0.067399,22.888
3.9144,-0.53437,5.2265
